fecha_fijacion;index;serie;valor
01-09-2008;SI;PNP HORNOPIRÉN;7386,64
01-09-2008;SI;PNP PARENAS;7039,45
01-09-2008;SI;PNP PNATALES;6213,41
01-09-2008;SI;PNP PORVENIR;7566,6
01-09-2008;SI;PNP SEN-SIC;4222,85
01-09-2008;SI;PNP SEN-SING Antof.;3841,26
01-09-2008;SI;PNP SEN-SING Cruc.;3882,18
01-09-2008;SI;UF;20790,98
01-10-2008;SI;DÓLAR;530,17
01-10-2008;NO;DÓLAR;530,17
01-10-2008;SI;Factor de actualización;1,3125
01-10-2008;NO;Factor de actualización;1,3125
01-10-2008;SI;PNE AYSEN;62,032
01-10-2008;NO;PNE AYSEN;64,066
01-10-2008;SI;PNE COCHAMÓ;135,354
01-10-2008;NO;PNE COCHAMÓ;141,741
01-10-2008;SI;PNE HORNOPIRÉN;94,656
01-10-2008;NO;PNE HORNOPIRÉN;98,638
01-10-2008;SI;PNE PARENAS;25,33
01-10-2008;NO;PNE PARENAS;25,82
01-10-2008;SI;PNE PNATALES;45,42
01-10-2008;NO;PNE PNATALES;46,24
01-10-2008;SI;PNE PORVENIR;51,62
01-10-2008;NO;PNE PORVENIR;52,58
01-10-2008;SI;PNE SEN-SIC;49,57
01-10-2008;NO;PNE SEN-SIC;54,583
01-10-2008;SI;PNE SEN-SING Antof.;59,084
01-10-2008;NO;PNE SEN-SING Antof.;69,119
01-10-2008;SI;PNE SEN-SING Cruc.;59,132
01-10-2008;NO;PNE SEN-SING Cruc.;69,69
01-10-2008;SI;PNP AYSEN;7201,81
01-10-2008;NO;PNP AYSEN;7373,37
01-10-2008;SI;PNP COCHAMÓ;7386,64
01-10-2008;NO;PNP COCHAMÓ;7564,97
01-10-2008;SI;PNP HORNOPIRÉN;7386,64
01-10-2008;NO;PNP HORNOPIRÉN;7564,97
01-10-2008;SI;PNP PARENAS;7039,45
01-10-2008;NO;PNP PARENAS;7206,47
01-10-2008;SI;PNP PNATALES;6213,41
01-10-2008;NO;PNP PNATALES;6360,83
01-10-2008;SI;PNP PORVENIR;7566,6
01-10-2008;NO;PNP PORVENIR;7746,13
01-10-2008;SI;PNP SEN-SIC;4222,85
01-10-2008;NO;PNP SEN-SIC;4374,23
01-10-2008;SI;PNP SEN-SING Antof.;4080,6
01-10-2008;NO;PNP SEN-SING Antof.;4149,11
01-10-2008;SI;PNP SEN-SING Cruc.;4124,06
01-10-2008;NO;PNP SEN-SING Cruc.;4198,66
01-10-2008;SI;UF;20988,34
01-10-2008;NO;UF;20988,34
01-12-2008;SI;DÓLAR;651,5055
01-12-2008;SI;Factor de actualización;1,2866
01-12-2008;SI;PNE AYSEN;69,537
01-12-2008;SI;PNE COCHAMÓ;154,7171
01-12-2008;SI;PNE HORNOPIRÉN;109,9704
01-12-2008;SI;PNE PARENAS;28,53
01-12-2008;SI;PNE PNATALES;50,99
01-12-2008;SI;PNE PORVENIR;58,08
01-12-2008;SI;PNE SEN-SIC;54,583
01-12-2008;SI;PNE SEN-SING Antof.;69,119
01-12-2008;SI;PNE SEN-SING Cruc.;69,69
01-12-2008;SI;PNP AYSEN;8276,02
01-12-2008;SI;PNP COCHAMÓ;8579,5797
01-12-2008;SI;PNP HORNOPIRÉN;8579,5797
01-12-2008;SI;PNP PARENAS;8085,89
01-12-2008;SI;PNP PNATALES;7137,05
01-12-2008;SI;PNP PORVENIR;8691,4
01-12-2008;SI;PNP SEN-SIC;4374,23
01-12-2008;SI;PNP SEN-SING Antof.;4149,11
01-12-2008;SI;PNP SEN-SING Cruc.;4198,66
01-12-2008;SI;UF;21410,18
01-01-2009;SI;DÓLAR;618,39
01-01-2009;SI;DÓLAR;618,39
01-01-2009;SI;Factor de actualización;1,2841
01-01-2009;SI;Factor de actualización;1,2841
01-01-2009;SI;PNE AYSEN;69,537
01-01-2009;SI;PNE AYSEN;69,537
01-01-2009;SI;PNE COCHAMÓ;154,7171
01-01-2009;SI;PNE COCHAMÓ;154,7171
01-01-2009;SI;PNE HORNOPIRÉN;109,9704
01-01-2009;SI;PNE HORNOPIRÉN;109,9704
01-01-2009;SI;PNE PARENAS;28,53
01-01-2009;SI;PNE PARENAS;28,53
01-01-2009;SI;PNE PNATALES;50,99
01-01-2009;SI;PNE PNATALES;50,99
01-01-2009;SI;PNE PORVENIR;58,08
01-01-2009;SI;PNE PORVENIR;58,08
01-01-2009;SI;PNE SEN-SIC;54,583
01-01-2009;SI;PNE SEN-SIC;54,583
01-01-2009;SI;PNE SEN-SING Antof.;81,415
01-01-2009;SI;PNE SEN-SING Antof.;81,415
01-01-2009;SI;PNE SEN-SING Cruc.;82,088
01-01-2009;SI;PNE SEN-SING Cruc.;82,088
01-01-2009;SI;PNE WILLIAMS;227,37
01-01-2009;SI;PNE WILLIAMS;271,69
01-01-2009;SI;PNP AYSEN;8276,02
01-01-2009;SI;PNP AYSEN;8276,02
01-01-2009;SI;PNP COCHAMÓ;8579,5797
01-01-2009;SI;PNP COCHAMÓ;8579,5797
01-01-2009;SI;PNP HORNOPIRÉN;8579,5797
01-01-2009;SI;PNP HORNOPIRÉN;8579,5797
01-01-2009;SI;PNP PARENAS;8085,89
01-01-2009;SI;PNP PARENAS;8085,89
01-01-2009;SI;PNP PNATALES;7137,05
01-01-2009;SI;PNP PNATALES;7137,05
01-01-2009;SI;PNP PORVENIR;8691,4
01-01-2009;SI;PNP PORVENIR;8691,4
01-01-2009;SI;PNP SEN-SIC;4913,43
01-01-2009;SI;PNP SEN-SIC;4913,43
01-01-2009;SI;PNP SEN-SING Antof.;4994,28
01-01-2009;SI;PNP SEN-SING Antof.;4994,28
01-01-2009;SI;PNP SEN-SING Cruc.;5053,92
01-01-2009;SI;PNP SEN-SING Cruc.;5053,92
01-01-2009;SI;PNP WILLIAMS;7035,55
01-01-2009;SI;PNP WILLIAMS;8644,39
01-01-2009;SI;UF;21452,57
01-01-2009;SI;UF;21452,57
01-03-2009;SI;DÓLAR;605,998
01-03-2009;SI;Factor de actualización;1,3071
01-03-2009;SI;PNE AYSEN;62,267
01-03-2009;SI;PNE COCHAMÓ;129,2839
01-03-2009;SI;PNE HORNOPIRÉN;95,3769
01-03-2009;SI;PNE PARENAS;28,53
01-03-2009;SI;PNE PNATALES;50,99
01-03-2009;SI;PNE PORVENIR;58,08
01-03-2009;SI;PNE SEN-SIC;54,583
01-03-2009;SI;PNE SEN-SING Antof.;81,415
01-03-2009;SI;PNE SEN-SING Cruc.;82,088
01-03-2009;SI;PNE WILLIAMS;271,69
01-03-2009;SI;PNP AYSEN;8168,7
01-03-2009;SI;PNP COCHAMÓ;8412,3231
01-03-2009;SI;PNP HORNOPIRÉN;8412,3231
01-03-2009;SI;PNP PARENAS;8085,89
01-03-2009;SI;PNP PNATALES;7137,05
01-03-2009;SI;PNP PORVENIR;8691,4
01-03-2009;SI;PNP SEN-SIC;4913,43
01-03-2009;SI;PNP SEN-SING Antof.;4994,28
01-03-2009;SI;PNP SEN-SING Cruc.;5053,92
01-03-2009;SI;PNP WILLIAMS;8644,39
01-03-2009;SI;UF;21073,81
01-04-2009;SI;DÓLAR;592,9314
01-04-2009;NO;DÓLAR;592,9314
01-04-2009;SI;Factor de actualización;1,3142
01-04-2009;NO;Factor de actualización;1,3142
01-04-2009;SI;PNE AYSEN;62,267
01-04-2009;NO;PNE AYSEN;62,267
01-04-2009;SI;PNE COCHAMÓ;129,2839
01-04-2009;NO;PNE COCHAMÓ;129,2839
01-04-2009;SI;PNE HORNOPIRÉN;95,3769
01-04-2009;NO;PNE HORNOPIRÉN;95,3769
01-04-2009;SI;PNE PARENAS;28,53
01-04-2009;NO;PNE PARENAS;28,53
01-04-2009;SI;PNE PNATALES;50,99
01-04-2009;NO;PNE PNATALES;50,99
01-04-2009;SI;PNE PORVENIR;58,08
01-04-2009;NO;PNE PORVENIR;58,08
01-04-2009;SI;PNE SEN-SIC;54,583
01-04-2009;NO;PNE SEN-SIC;49,107
01-04-2009;SI;PNE SEN-SING Antof.;81,415
01-04-2009;NO;PNE SEN-SING Antof.;62,2218
01-04-2009;SI;PNE SEN-SING Cruc.;82,088
01-04-2009;NO;PNE SEN-SING Cruc.;64,292
01-04-2009;SI;PNE WILLIAMS;229,98
01-04-2009;NO;PNE WILLIAMS;229,98
01-04-2009;SI;PNP AYSEN;8168,7
01-04-2009;NO;PNP AYSEN;8168,7
01-04-2009;SI;PNP COCHAMÓ;8412,3231
01-04-2009;NO;PNP COCHAMÓ;8412,3231
01-04-2009;SI;PNP HORNOPIRÉN;8412,3231
01-04-2009;NO;PNP HORNOPIRÉN;8412,3231
01-04-2009;SI;PNP PARENAS;8085,89
01-04-2009;NO;PNP PARENAS;8085,89
01-04-2009;SI;PNP PNATALES;7137,05
01-04-2009;NO;PNP PNATALES;7137,05
01-04-2009;SI;PNP PORVENIR;8691,4
01-04-2009;NO;PNP PORVENIR;8691,4
01-04-2009;SI;PNP SEN-SIC;4913,43
01-04-2009;NO;PNP SEN-SIC;5093,54
01-04-2009;SI;PNP SEN-SING Antof.;4994,28
01-04-2009;NO;PNP SEN-SING Antof.;4844,9986
01-04-2009;SI;PNP SEN-SING Cruc.;5053,92
01-04-2009;NO;PNP SEN-SING Cruc.;5054,71
01-04-2009;SI;PNP WILLIAMS;8142,34
01-04-2009;NO;PNP WILLIAMS;8142,34
01-04-2009;SI;UF;20959,77
01-04-2009;NO;UF;20959,77
01-05-2009;SI;DÓLAR;583,1757
01-05-2009;SI;Factor de actualización;1,3121
01-05-2009;SI;PNE AYSEN;59,475
01-05-2009;SI;PNE COCHAMÓ;117,955
01-05-2009;SI;PNE HORNOPIRÉN;88,158
01-05-2009;SI;PNE PARENAS;29,11
01-05-2009;SI;PNE PNATALES;50,965
01-05-2009;SI;PNE PORVENIR;57,71
01-05-2009;SI;PNE SEN-SIC;49,107
01-05-2009;SI;PNE SEN-SING Antof.;62,2218
01-05-2009;SI;PNE SEN-SING Cruc.;64,292
01-05-2009;SI;PNE WILLIAMS;229,98
01-05-2009;SI;PNP AYSEN;8008,28
01-05-2009;SI;PNP COCHAMÓ;8243,99
01-05-2009;SI;PNP HORNOPIRÉN;8243,99
01-05-2009;SI;PNP PARENAS;7825,31
01-05-2009;SI;PNP PNATALES;6907,05
01-05-2009;SI;PNP PORVENIR;8411,31
01-05-2009;SI;PNP SEN-SIC;5093,54
01-05-2009;SI;PNP SEN-SING Antof.;4844,9986
01-05-2009;SI;PNP SEN-SING Cruc.;5054,71
01-05-2009;SI;PNP WILLIAMS;8142,34
01-05-2009;SI;UF;20993,97
01-06-2009;SI;DÓLAR;565,7179
01-06-2009;SI;Factor de actualización;1,3124
01-06-2009;SI;PNE AYSEN;59,475
01-06-2009;SI;PNE COCHAMÓ;98,007
01-06-2009;SI;PNE HORNOPIRÉN;75,712
01-06-2009;SI;PNE PARENAS;29,11
01-06-2009;SI;PNE PNATALES;50,965
01-06-2009;SI;PNE PORVENIR;57,71
01-06-2009;SI;PNE SEN-SIC;49,107
01-06-2009;SI;PNE SEN-SING Antof.;62,2218
01-06-2009;SI;PNE SEN-SING Cruc.;64,292
01-06-2009;SI;PNE WILLIAMS;202,81
01-06-2009;SI;PNP AYSEN;8008,28
01-06-2009;SI;PNP COCHAMÓ;7952,9
01-06-2009;SI;PNP HORNOPIRÉN;7952,9
01-06-2009;SI;PNP PARENAS;7825,31
01-06-2009;SI;PNP PNATALES;6907,05
01-06-2009;SI;PNP PORVENIR;8411,31
01-06-2009;SI;PNP SEN-SIC;5093,54
01-06-2009;SI;PNP SEN-SING Antof.;4844,9986
01-06-2009;SI;PNP SEN-SING Cruc.;5054,71
01-06-2009;SI;PNP WILLIAMS;7837,06
01-06-2009;SI;UF;20989,29
01-07-2009;SI;DÓLAR;553,08
01-07-2009;SI;Factor de actualización;1,3159
01-07-2009;SI;PNE AYSEN;53,323
01-07-2009;SI;PNE COCHAMÓ;98,007
01-07-2009;SI;PNE HORNOPIRÉN;75,712
01-07-2009;SI;PNE PARENAS;29,11
01-07-2009;SI;PNE PNATALES;50,965
01-07-2009;SI;PNE PORVENIR;57,71
01-07-2009;SI;PNE SEN-SIC;49,107
01-07-2009;SI;PNE SEN-SING Antof.;62,2218
01-07-2009;SI;PNE SEN-SING Cruc.;64,292
01-07-2009;SI;PNE WILLIAMS;202,81
01-07-2009;SI;PNP AYSEN;7627,17
01-07-2009;SI;PNP COCHAMÓ;7952,9
01-07-2009;SI;PNP HORNOPIRÉN;7952,9
01-07-2009;SI;PNP PARENAS;7825,31
01-07-2009;SI;PNP PNATALES;6907,05
01-07-2009;SI;PNP PORVENIR;8411,31
01-07-2009;SI;PNP SEN-SIC;5093,54
01-07-2009;SI;PNP SEN-SING Antof.;4844,9986
01-07-2009;SI;PNP SEN-SING Cruc.;5054,71
01-07-2009;SI;PNP WILLIAMS;7837,06
01-07-2009;SI;UF;20933,02
01-08-2009;SI;DÓLAR;540,42
01-08-2009;SI;Factor de actualización;1,3143
01-08-2009;SI;PNE AYSEN;53,323
01-08-2009;SI;PNE COCHAMÓ;98,007
01-08-2009;SI;PNE HORNOPIRÉN;75,712
01-08-2009;SI;PNE PARENAS;29,11
01-08-2009;SI;PNE PNATALES;50,965
01-08-2009;SI;PNE PORVENIR;57,71
01-08-2009;SI;PNE SEN-SIC;49,107
01-08-2009;SI;PNE SEN-SING Antof.;55,725
01-08-2009;SI;PNE SEN-SING Cruc.;57,579
01-08-2009;SI;PNE WILLIAMS;202,81
01-08-2009;SI;PNP AYSEN;7627,17
01-08-2009;SI;PNP COCHAMÓ;7952,9
01-08-2009;SI;PNP HORNOPIRÉN;7952,9
01-08-2009;SI;PNP PARENAS;7825,31
01-08-2009;SI;PNP PNATALES;6907,05
01-08-2009;SI;PNP PORVENIR;8411,31
01-08-2009;SI;PNP SEN-SIC;5093,54
01-08-2009;SI;PNP SEN-SING Antof.;4565,2016
01-08-2009;SI;PNP SEN-SING Cruc.;4762,8
01-08-2009;SI;PNP WILLIAMS;7837,06
01-08-2009;SI;UF;20958,67
01-10-2009;SI;DÓLAR;549,07
01-10-2009;NO;DÓLAR;549,07
01-10-2009;SI;Factor de actualización;1,3221
01-10-2009;NO;Factor de actualización;1,3221
01-10-2009;SI;PNE AYSEN;53,323
01-10-2009;NO;PNE AYSEN;53,323
01-10-2009;SI;PNE COCHAMÓ;98,007
01-10-2009;NO;PNE COCHAMÓ;98,007
01-10-2009;SI;PNE HORNOPIRÉN;75,712
01-10-2009;NO;PNE HORNOPIRÉN;75,712
01-10-2009;SI;PNE PARENAS;32,791
01-10-2009;NO;PNE PARENAS;32,791
01-10-2009;SI;PNE PNATALES;50,965
01-10-2009;NO;PNE PNATALES;50,965
01-10-2009;SI;PNE PORVENIR;57,71
01-10-2009;NO;PNE PORVENIR;57,71
01-10-2009;SI;PNE SEN-SIC;42,602
01-10-2009;NO;PNE SEN-SIC;41,733
01-10-2009;SI;PNE SEN-SING Antof.;55,725
01-10-2009;NO;PNE SEN-SING Antof.;56,4801
01-10-2009;SI;PNE SEN-SING Cruc.;57,579
01-10-2009;NO;PNE SEN-SING Cruc.;58,149
01-10-2009;SI;PNE WILLIAMS;202,81
01-10-2009;NO;PNE WILLIAMS;202,81
01-10-2009;SI;PNP AYSEN;7627,17
01-10-2009;NO;PNP AYSEN;7627,17
01-10-2009;SI;PNP COCHAMÓ;7952,9
01-10-2009;NO;PNP COCHAMÓ;7952,9
01-10-2009;SI;PNP HORNOPIRÉN;7952,9
01-10-2009;NO;PNP HORNOPIRÉN;7952,9
01-10-2009;SI;PNP PARENAS;7366,77
01-10-2009;NO;PNP PARENAS;7366,77
01-10-2009;SI;PNP PNATALES;6907,05
01-10-2009;NO;PNP PNATALES;6907,05
01-10-2009;SI;PNP PORVENIR;8411,31
01-10-2009;NO;PNP PORVENIR;8411,31
01-10-2009;SI;PNP SEN-SIC;4793,15
01-10-2009;NO;PNP SEN-SIC;4583,83
01-10-2009;SI;PNP SEN-SING Antof.;4565,2016
01-10-2009;NO;PNP SEN-SING Antof.;4500,848
01-10-2009;SI;PNP SEN-SING Cruc.;4762,8
01-10-2009;NO;PNP SEN-SING Cruc.;4662,8
01-10-2009;SI;PNP WILLIAMS;7837,06
01-10-2009;NO;PNP WILLIAMS;7837,06
01-10-2009;SI;UF;20834,45
01-10-2009;NO;UF;20834,45
01-11-2009;SI;DÓLAR;545,8329
01-11-2009;SI;Factor de actualización;1,3144
01-11-2009;SI;PNE AYSEN;54,216
01-11-2009;SI;PNE COCHAMÓ;97,834
01-11-2009;SI;PNE HORNOPIRÉN;75,167
01-11-2009;SI;PNE PARENAS;32,79
01-11-2009;SI;PNE PNATALES;54,78
01-11-2009;SI;PNE PORVENIR;61,45
01-11-2009;SI;PNE SEN-SIC;41,733
01-11-2009;SI;PNE SEN-SING Antof.;56,4801
01-11-2009;SI;PNE SEN-SING Cruc.;58,149
01-11-2009;SI;PNE WILLIAMS;199,93
01-11-2009;SI;PNP AYSEN;7534,35
01-11-2009;SI;PNP COCHAMÓ;7738,59
01-11-2009;SI;PNP HORNOPIRÉN;7738,59
01-11-2009;SI;PNP PARENAS;7366,77
01-11-2009;SI;PNP PNATALES;6502,31
01-11-2009;SI;PNP PORVENIR;7918,43
01-11-2009;SI;PNP SEN-SIC;4583,83
01-11-2009;SI;PNP SEN-SING Antof.;4500,848
01-11-2009;SI;PNP SEN-SING Cruc.;4662,8
01-11-2009;SI;PNP WILLIAMS;7607,98
01-11-2009;SI;UF;20956,89
01-03-2010;SI;DÓLAR;532,56
01-03-2010;SI;Factor de actualización;1,3172
01-03-2010;SI;PNE AYSEN;54,216
01-03-2010;SI;PNE COCHAMÓ;97,834
01-03-2010;SI;PNE HORNOPIRÉN;75,167
01-03-2010;SI;PNE PARENAS;32,79
01-03-2010;SI;PNE PNATALES;54,78
01-03-2010;SI;PNE PORVENIR;61,45
01-03-2010;SI;PNE SEN-SIC;37,214
01-03-2010;SI;PNE SEN-SING Antof.;56,4801
01-03-2010;SI;PNE SEN-SING Cruc.;58,149
01-03-2010;SI;PNE WILLIAMS;199,93
01-03-2010;SI;PNP AYSEN;7534,35
01-03-2010;SI;PNP COCHAMÓ;7738,59
01-03-2010;SI;PNP HORNOPIRÉN;7738,59
01-03-2010;SI;PNP PARENAS;7366,77
01-03-2010;SI;PNP PNATALES;6502,31
01-03-2010;SI;PNP PORVENIR;7918,43
01-03-2010;SI;PNP SEN-SIC;4560,26
01-03-2010;SI;PNP SEN-SING Antof.;4500,848
01-03-2010;SI;PNP SEN-SING Cruc.;4662,8
01-03-2010;SI;PNP WILLIAMS;7607,98
01-03-2010;SI;UF;20912,91
01-04-2010;NO;DÓLAR;523,1626
01-04-2010;NO;Factor de actualización;1,3118
01-04-2010;NO;PNE AYSEN;54,216
01-04-2010;NO;PNE COCHAMÓ;97,834
01-04-2010;NO;PNE HORNOPIRÉN;75,167
01-04-2010;NO;PNE PARENAS;32,79
01-04-2010;NO;PNE PNATALES;54,78
01-04-2010;NO;PNE PORVENIR;61,45
01-04-2010;NO;PNE SEN-SIC;41,013
01-04-2010;NO;PNE SEN-SING Cruc.;46,11
01-04-2010;NO;PNE WILLIAMS;199,93
01-04-2010;NO;PNP AYSEN;7534,35
01-04-2010;NO;PNP COCHAMÓ;7738,59
01-04-2010;NO;PNP HORNOPIRÉN;7738,59
01-04-2010;NO;PNP PARENAS;7366,77
01-04-2010;NO;PNP PNATALES;6502,31
01-04-2010;NO;PNP PORVENIR;7918,43
01-04-2010;NO;PNP SEN-SIC;4593,31
01-04-2010;NO;PNP SEN-SING Cruc.;4520,17
01-04-2010;NO;PNP WILLIAMS;7607,98
01-04-2010;NO;UF;20998,52
01-05-2010;SI;DÓLAR;520,6243
01-05-2010;SI;Factor de actualización;1,3098
01-05-2010;SI;PNE AYSEN;56,05
01-05-2010;SI;PNE COCHAMÓ;104,35
01-05-2010;SI;PNE HORNOPIRÉN;79,28
01-05-2010;SI;PNE PARENAS;33,2
01-05-2010;SI;PNE PNATALES;55,11
01-05-2010;SI;PNE PORVENIR;61,76
01-05-2010;SI;PNE SEN-SIC;41,013
01-05-2010;SI;PNE SEN-SING Cruc.;46,11
01-05-2010;SI;PNE WILLIAMS;208,71
01-05-2010;SI;PNP AYSEN;7347,48
01-05-2010;SI;PNP COCHAMÓ;7525,88
01-05-2010;SI;PNP HORNOPIRÉN;7525,88
01-05-2010;SI;PNP PARENAS;7186,3
01-05-2010;SI;PNP PNATALES;6343,02
01-05-2010;SI;PNP PORVENIR;7724,44
01-05-2010;SI;PNP SEN-SIC;4593,31
01-05-2010;SI;PNP SEN-SING Cruc.;4520,17
01-05-2010;SI;PNP WILLIAMS;7362,72
01-05-2010;SI;UF;21031,5
01-08-2010;SI;DÓLAR;531,72
01-08-2010;SI;Factor de actualización;1,2977
01-08-2010;SI;PNE AYSEN;56,05
01-08-2010;SI;PNE COCHAMÓ;104,35
01-08-2010;SI;PNE HORNOPIRÉN;79,28
01-08-2010;SI;PNE PARENAS;33,2
01-08-2010;SI;PNE PNATALES;55,11
01-08-2010;SI;PNE PORVENIR;61,76
01-08-2010;SI;PNE SEN-SIC;46,466
01-08-2010;SI;PNE SEN-SING Cruc.;46,11
01-08-2010;SI;PNE WILLIAMS;208,71
01-08-2010;SI;PNP AYSEN;7347,48
01-08-2010;SI;PNP COCHAMÓ;7525,88
01-08-2010;SI;PNP HORNOPIRÉN;7525,88
01-08-2010;SI;PNP PARENAS;7186,3
01-08-2010;SI;PNP PNATALES;6343,02
01-08-2010;SI;PNP PORVENIR;7724,44
01-08-2010;SI;PNP SEN-SIC;4694,2
01-08-2010;SI;PNP SEN-SING Cruc.;4520,17
01-08-2010;SI;PNP WILLIAMS;7362,72
01-08-2010;SI;UF;21227,57
01-10-2010;NO;DÓLAR;493,93
01-10-2010;NO;Factor de actualización;1,2908
01-10-2010;NO;PNE AYSEN;56,05
01-10-2010;NO;PNE COCHAMÓ;104,35
01-10-2010;NO;PNE HORNOPIRÉN;79,28
01-10-2010;NO;PNE PARENAS;33,2
01-10-2010;NO;PNE PNATALES;55,11
01-10-2010;NO;PNE PORVENIR;61,76
01-10-2010;NO;PNE SEN-SIC;47,254
01-10-2010;NO;PNE SEN-SING Cruc.;43,894
01-10-2010;NO;PNE WILLIAMS;208,71
01-10-2010;NO;PNP AYSEN;7347,48
01-10-2010;NO;PNP COCHAMÓ;7525,88
01-10-2010;NO;PNP HORNOPIRÉN;7525,88
01-10-2010;NO;PNP PARENAS;7186,3
01-10-2010;NO;PNP PNATALES;6343,02
01-10-2010;NO;PNP PORVENIR;7724,44
01-10-2010;NO;PNP SEN-SIC;4438,8
01-10-2010;NO;PNP SEN-SING Cruc.;4373,28
01-10-2010;NO;PNP WILLIAMS;7362,72
01-10-2010;NO;UF;21339,99
01-11-2010;SI;DÓLAR;484,04
01-11-2010;NO;DÓLAR;484,04
01-11-2010;SI;Factor de actualización;1,2876
01-11-2010;NO;Factor de actualización;1,2876
01-11-2010;SI;PNE AYSEN;56,05
01-11-2010;NO;PNE AYSEN;57,274
01-11-2010;SI;PNE COCHAMÓ;104,35
01-11-2010;NO;PNE COCHAMÓ;128,078
01-11-2010;SI;PNE HORNOPIRÉN;79,28
01-11-2010;NO;PNE HORNOPIRÉN;94,918
01-11-2010;SI;PNE PARENAS;33,2
01-11-2010;NO;PNE PARENAS;35,046
01-11-2010;SI;PNE PNATALES;55,11
01-11-2010;NO;PNE PNATALES;53,324
01-11-2010;SI;PNE PORVENIR;61,76
01-11-2010;NO;PNE PORVENIR;53,6
01-11-2010;SI;PNE SEN-SIC;51,293
01-11-2010;NO;PNE SEN-SIC;47,254
01-11-2010;SI;PNE SEN-SING Cruc.;46,11
01-11-2010;NO;PNE SEN-SING Cruc.;43,894
01-11-2010;SI;PNE WILLIAMS;208,71
01-11-2010;NO;PNE WILLIAMS;222,033
01-11-2010;SI;PNP AYSEN;7347,48
01-11-2010;NO;PNP AYSEN;7347,48
01-11-2010;SI;PNP COCHAMÓ;7525,88
01-11-2010;NO;PNP COCHAMÓ;7525,88
01-11-2010;SI;PNP HORNOPIRÉN;7525,88
01-11-2010;NO;PNP HORNOPIRÉN;7525,88
01-11-2010;SI;PNP PARENAS;7186,3
01-11-2010;NO;PNP PARENAS;7186,3
01-11-2010;SI;PNP PNATALES;6343,02
01-11-2010;NO;PNP PNATALES;6343,02
01-11-2010;SI;PNP PORVENIR;7724,44
01-11-2010;NO;PNP PORVENIR;7724,44
01-11-2010;SI;PNP SEN-SIC;4465,71
01-11-2010;NO;PNP SEN-SIC;4438,8
01-11-2010;SI;PNP SEN-SING Cruc.;4520,17
01-11-2010;NO;PNP SEN-SING Cruc.;4373,28
01-11-2010;SI;PNP WILLIAMS;7362,72
01-11-2010;NO;PNP WILLIAMS;7362,72
01-11-2010;SI;UF;21394,11
01-11-2010;NO;UF;21394,11
01-04-2011;NO;DÓLAR;479,65
01-04-2011;NO;Factor de actualización;1,2766
01-04-2011;NO;PNE AYSEN;57,274
01-04-2011;NO;PNE COCHAMÓ;128,078
01-04-2011;NO;PNE HORNOPIRÉN;94,918
01-04-2011;NO;PNE PARENAS;35,046
01-04-2011;NO;PNE PNATALES;53,324
01-04-2011;NO;PNE PORVENIR;53,6
01-04-2011;NO;PNE SEN-SIC;45,674
01-04-2011;NO;PNE SEN-SING Cruc.;44,52
01-04-2011;NO;PNE WILLIAMS;222,033
01-04-2011;NO;PNP AYSEN;7347,48
01-04-2011;NO;PNP COCHAMÓ;7525,88
01-04-2011;NO;PNP HORNOPIRÉN;7525,88
01-04-2011;NO;PNP PARENAS;7186,3
01-04-2011;NO;PNP PNATALES;6343,02
01-04-2011;NO;PNP PORVENIR;7724,44
01-04-2011;NO;PNP SEN-SIC;4653,54
01-04-2011;NO;PNP SEN-SING Cruc.;4319,82
01-04-2011;NO;PNP WILLIAMS;7362,72
01-04-2011;NO;UF;21578,26
01-05-2011;SI;DÓLAR;471,32
01-05-2011;SI;Factor de actualización;1,2687
01-05-2011;SI;PNE AYSEN;59,802
01-05-2011;SI;PNE COCHAMÓ;139,943
01-05-2011;SI;PNE HORNOPIRÉN;99,526
01-05-2011;SI;PNE PARENAS;34,5
01-05-2011;SI;PNE PNATALES;52,681
01-05-2011;SI;PNE PORVENIR;52,945
01-05-2011;SI;PNE SEN-SIC;45,674
01-05-2011;SI;PNE SEN-SING Cruc.;44,52
01-05-2011;SI;PNE WILLIAMS;238,589
01-05-2011;SI;PNP AYSEN;7167,81
01-05-2011;SI;PNP COCHAMÓ;7341,85
01-05-2011;SI;PNP HORNOPIRÉN;7341,85
01-05-2011;SI;PNP PARENAS;7010,58
01-05-2011;SI;PNP PNATALES;6187,92
01-05-2011;SI;PNP PORVENIR;7535,56
01-05-2011;SI;PNP SEN-SIC;4653,54
01-05-2011;SI;PNP SEN-SING Cruc.;4319,82
01-05-2011;SI;PNP WILLIAMS;7182,68
01-05-2011;SI;UF;21711,55
01-10-2011;NO;DÓLAR;483,69
01-10-2011;NO;Factor de actualización;1,2514
01-10-2011;NO;PNE AYSEN;59,802
01-10-2011;NO;PNE COCHAMÓ;139,943
01-10-2011;NO;PNE HORNOPIRÉN;99,526
01-10-2011;NO;PNE PARENAS;34,5
01-10-2011;NO;PNE PNATALES;52,681
01-10-2011;NO;PNE PORVENIR;52,945
01-10-2011;NO;PNE SEN-SIC;44,661
01-10-2011;NO;PNE SEN-SING Cruc.;40,887
01-10-2011;NO;PNE WILLIAMS;238,589
01-10-2011;NO;PNP AYSEN;7167,81
01-10-2011;NO;PNP COCHAMÓ;7341,85
01-10-2011;NO;PNP HORNOPIRÉN;7341,85
01-10-2011;NO;PNP PARENAS;7010,58
01-10-2011;NO;PNP PNATALES;6187,92
